"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Lathyrus latifolius",61009,"Lathyrus latifolius",0,"accepted","broad-leaved sweet pea",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Fabeae","Lathyrus","latifolius","iNat:129717923",48.991112,-123.579675,"2022-08-04T14:47:18-07:00",,"Caitlin Robinson","false","research",8,2022-08-04 21:47:18
"Acer macrophyllum",48227,"Acer macrophyllum",0,"accepted","bigleaf maple",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Sapindales","","","","Sapindaceae","","","Acer","macrophyllum","iNat:129717744",48.993153,-123.581695,"2022-08-04T14:54:04-07:00",,"Caitlin Robinson","false","research",8,2022-08-04 21:54:04
"Leucanthemum vulgare",56057,"Leucanthemum vulgare",0,"accepted","oxeye daisy",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Asteroideae","Anthemideae","Leucanthemum","vulgare","iNat:129717529",48.993103,-123.581755,"2022-08-04T14:54:20-07:00",,"Caitlin Robinson","false","research",16,2022-08-04 21:54:20
"Trifolium pratense",51875,"Trifolium pratense",0,"accepted","Red Clover",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Trifolieae","Trifolium","pratense","iNat:129717426",48.99358,-123.58248,"2022-08-04T14:55:45-07:00",,"Caitlin Robinson","false","research",8,2022-08-04 21:55:45
"Silene coronaria",485191,"Silene coronaria",0,"accepted","Rose campion",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Caryophyllaceae","Caryophylloideae","Sileneae","Silene","coronaria","iNat:129717352",48.99357,-123.582725,"2022-08-04T14:56:25-07:00",,"Caitlin Robinson","false","research",12,2022-08-04 21:56:25
"Matricaria discoidea",52992,"Matricaria discoidea",0,"accepted","pineapple-weed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Asteroideae","Anthemideae","Matricaria","discoidea","iNat:129717220",48.993637,-123.582803,"2022-08-04T14:57:25-07:00",,"Caitlin Robinson","false","research",8,2022-08-04 21:57:25
"Plantago major",58961,"Plantago major",0,"accepted","greater plantain",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Plantagineae","Plantago","major","iNat:129717045",48.993595,-123.582755,"2022-08-04T14:57:41-07:00",,"Caitlin Robinson","false","research",8,2022-08-04 21:57:41
"Gaultheria shallon",48441,"Gaultheria shallon",0,"accepted","salal",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ericales","","","","Ericaceae","Vaccinioideae","Gaultherieae","Gaultheria","shallon","iNat:129716921",48.993012,-123.582053,"2022-08-04T14:58:48-07:00",,"Caitlin Robinson","false","research",24,2022-08-04 21:58:48
"Polystichum munitum",47751,"Polystichum munitum",0,"accepted","western sword fern",,"Plantae","Tracheophyta","","","Polypodiopsida","Polypodiidae","","Polypodiales","Polypodiineae","","","Dryopteridaceae","Dryopteridoideae","","Polystichum","munitum","iNat:129716819",48.992758,-123.58152,"2022-08-04T14:59:36-07:00",,"Caitlin Robinson","false","research",6,2022-08-04 21:59:36
"Limenitis lorquini",50880,"Limenitis lorquini",0,"accepted","Lorquin's Admiral",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Nymphalidae","Limenitidinae","Limenitidini","Limenitis","lorquini","iNat:129716659",48.992747,-123.581488,"2022-08-04T15:00:29-07:00",,"Caitlin Robinson","false","research",8,2022-08-04 22:00:29
